cycle,input_q15,output_q15,accumulator_q34
1.060000000000000000e+02,0.000000000000000000e+00,3.900000000000000000e+01,2.057011200000000000e+07
1.070000000000000000e+02,0.000000000000000000e+00,4.900000000000000000e+01,2.560819200000000000e+07
1.080000000000000000e+02,0.000000000000000000e+00,3.800000000000000000e+01,1.975910400000000000e+07
1.090000000000000000e+02,0.000000000000000000e+00,9.000000000000000000e+00,4.890624000000000000e+06
1.100000000000000000e+02,0.000000000000000000e+00,-2.500000000000000000e+01,-1.309900800000000000e+07
1.110000000000000000e+02,0.000000000000000000e+00,-5.100000000000000000e+01,-2.651750400000000000e+07
1.120000000000000000e+02,0.000000000000000000e+00,-5.600000000000000000e+01,-2.922086400000000000e+07
1.130000000000000000e+02,0.000000000000000000e+00,-3.700000000000000000e+01,-1.931673600000000000e+07
1.140000000000000000e+02,0.000000000000000000e+00,-1.000000000000000000e+00,-3.194880000000000000e+05
1.150000000000000000e+02,0.000000000000000000e+00,3.800000000000000000e+01,2.005401600000000000e+07
1.160000000000000000e+02,0.000000000000000000e+00,6.300000000000000000e+01,3.295641600000000000e+07
1.170000000000000000e+02,0.000000000000000000e+00,6.200000000000000000e+01,3.226828800000000000e+07
1.180000000000000000e+02,0.000000000000000000e+00,3.300000000000000000e+01,1.739980800000000000e+07
1.190000000000000000e+02,0.000000000000000000e+00,-1.200000000000000000e+01,-6.045696000000000000e+06
1.200000000000000000e+02,0.000000000000000000e+00,-5.400000000000000000e+01,-2.833612800000000000e+07
1.210000000000000000e+02,0.000000000000000000e+00,-7.600000000000000000e+01,-3.964108800000000000e+07
1.220000000000000000e+02,0.000000000000000000e+00,-6.500000000000000000e+01,-3.430809600000000000e+07
1.230000000000000000e+02,0.000000000000000000e+00,-2.600000000000000000e+01,-1.361510400000000000e+07
1.240000000000000000e+02,0.000000000000000000e+00,2.700000000000000000e+01,1.437696000000000000e+07
1.250000000000000000e+02,0.000000000000000000e+00,7.200000000000000000e+01,3.784704000000000000e+07
1.260000000000000000e+02,0.000000000000000000e+00,8.800000000000000000e+01,4.622745600000000000e+07
1.270000000000000000e+02,0.000000000000000000e+00,6.700000000000000000e+01,3.489792000000000000e+07
1.280000000000000000e+02,0.000000000000000000e+00,1.400000000000000000e+01,7.544832000000000000e+06
1.290000000000000000e+02,0.000000000000000000e+00,-4.700000000000000000e+01,-2.487091200000000000e+07
1.300000000000000000e+02,0.000000000000000000e+00,-9.200000000000000000e+01,-4.846387200000000000e+07
1.310000000000000000e+02,0.000000000000000000e+00,-1.000000000000000000e+02,-5.232230400000000000e+07
1.320000000000000000e+02,0.000000000000000000e+00,-6.400000000000000000e+01,-3.347251200000000000e+07
1.330000000000000000e+02,0.000000000000000000e+00,2.000000000000000000e+00,1.277952000000000000e+06
1.340000000000000000e+02,0.000000000000000000e+00,7.200000000000000000e+01,3.772416000000000000e+07
1.350000000000000000e+02,0.000000000000000000e+00,1.140000000000000000e+02,5.999001600000000000e+07
1.360000000000000000e+02,0.000000000000000000e+00,1.090000000000000000e+02,5.738496000000000000e+07
1.370000000000000000e+02,0.000000000000000000e+00,5.600000000000000000e+01,2.939289600000000000e+07
1.380000000000000000e+02,0.000000000000000000e+00,-2.500000000000000000e+01,-1.334476800000000000e+07
1.390000000000000000e+02,0.000000000000000000e+00,-1.010000000000000000e+02,-5.308416000000000000e+07
1.400000000000000000e+02,0.000000000000000000e+00,-1.380000000000000000e+02,-7.215513600000000000e+07
1.410000000000000000e+02,0.000000000000000000e+00,-1.160000000000000000e+02,-6.077644800000000000e+07
1.420000000000000000e+02,0.000000000000000000e+00,-4.200000000000000000e+01,-2.192179200000000000e+07
1.430000000000000000e+02,0.000000000000000000e+00,5.600000000000000000e+01,2.927001600000000000e+07
1.440000000000000000e+02,0.000000000000000000e+00,1.360000000000000000e+02,7.114752000000000000e+07
1.450000000000000000e+02,0.000000000000000000e+00,1.610000000000000000e+02,8.461516800000000000e+07
1.460000000000000000e+02,0.000000000000000000e+00,1.180000000000000000e+02,6.175948800000000000e+07
1.470000000000000000e+02,0.000000000000000000e+00,1.900000000000000000e+01,1.005158400000000000e+07
1.480000000000000000e+02,0.000000000000000000e+00,-9.500000000000000000e+01,-4.984012800000000000e+07
1.490000000000000000e+02,0.000000000000000000e+00,-1.760000000000000000e+02,-9.218457600000000000e+07
1.500000000000000000e+02,0.000000000000000000e+00,-1.850000000000000000e+02,-9.697689600000000000e+07
1.510000000000000000e+02,0.000000000000000000e+00,-1.130000000000000000e+02,-5.930188800000000000e+07
1.520000000000000000e+02,0.000000000000000000e+00,1.400000000000000000e+01,7.495680000000000000e+06
1.530000000000000000e+02,0.000000000000000000e+00,1.450000000000000000e+02,7.625932800000000000e+07
1.540000000000000000e+02,0.000000000000000000e+00,2.230000000000000000e+02,1.167605760000000000e+08
1.550000000000000000e+02,0.000000000000000000e+00,2.080000000000000000e+02,1.088471040000000000e+08
1.560000000000000000e+02,0.000000000000000000e+00,9.900000000000000000e+01,5.200281600000000000e+07
1.570000000000000000e+02,0.000000000000000000e+00,-6.300000000000000000e+01,-3.280896000000000000e+07
1.580000000000000000e+02,0.000000000000000000e+00,-2.110000000000000000e+02,-1.105182720000000000e+08
1.590000000000000000e+02,0.000000000000000000e+00,-2.790000000000000000e+02,-1.460551680000000000e+08
1.600000000000000000e+02,0.000000000000000000e+00,-2.290000000000000000e+02,-1.198080000000000000e+08
1.610000000000000000e+02,0.000000000000000000e+00,-7.200000000000000000e+01,-3.760128000000000000e+07
1.620000000000000000e+02,0.000000000000000000e+00,1.330000000000000000e+02,6.955008000000000000e+07
1.630000000000000000e+02,0.000000000000000000e+00,2.990000000000000000e+02,1.565491200000000000e+08
1.640000000000000000e+02,0.000000000000000000e+00,3.480000000000000000e+02,1.825751040000000000e+08
1.650000000000000000e+02,0.000000000000000000e+00,2.470000000000000000e+02,1.294417920000000000e+08
1.660000000000000000e+02,0.000000000000000000e+00,2.300000000000000000e+01,1.187020800000000000e+07
1.670000000000000000e+02,0.000000000000000000e+00,-2.390000000000000000e+02,-1.252638720000000000e+08
1.680000000000000000e+02,0.000000000000000000e+00,-4.250000000000000000e+02,-2.230763520000000000e+08
1.690000000000000000e+02,0.000000000000000000e+00,-4.440000000000000000e+02,-2.325872640000000000e+08
1.700000000000000000e+02,0.000000000000000000e+00,-2.620000000000000000e+02,-1.373798400000000000e+08
1.710000000000000000e+02,0.000000000000000000e+00,6.700000000000000000e+01,3.511910400000000000e+07
1.720000000000000000e+02,0.000000000000000000e+00,4.180000000000000000e+02,2.192424960000000000e+08
1.730000000000000000e+02,0.000000000000000000e+00,6.370000000000000000e+02,3.338649600000000000e+08
1.740000000000000000e+02,0.000000000000000000e+00,6.000000000000000000e+02,3.144499200000000000e+08
1.750000000000000000e+02,0.000000000000000000e+00,2.730000000000000000e+02,1.432780800000000000e+08
1.760000000000000000e+02,0.000000000000000000e+00,-2.570000000000000000e+02,-1.348485120000000000e+08
1.770000000000000000e+02,0.000000000000000000e+00,-7.990000000000000000e+02,-4.191682560000000000e+08
1.780000000000000000e+02,0.000000000000000000e+00,-1.109000000000000000e+03,-5.815664640000000000e+08
1.790000000000000000e+02,0.000000000000000000e+00,-9.710000000000000000e+02,-5.092147200000000000e+08
1.800000000000000000e+02,0.000000000000000000e+00,-2.800000000000000000e+02,-1.469399040000000000e+08
1.810000000000000000e+02,0.000000000000000000e+00,9.080000000000000000e+02,4.760862720000000000e+08
1.820000000000000000e+02,0.000000000000000000e+00,2.376000000000000000e+03,1.245634560000000000e+09
1.830000000000000000e+02,0.000000000000000000e+00,3.796000000000000000e+03,1.990090752000000000e+09
1.840000000000000000e+02,0.000000000000000000e+00,4.823000000000000000e+03,2.528722944000000000e+09
1.850000000000000000e+02,0.000000000000000000e+00,5.198000000000000000e+03,2.725158912000000000e+09
1.860000000000000000e+02,0.000000000000000000e+00,4.823000000000000000e+03,2.528722944000000000e+09
